"idcase","depvar","income","agehed","rooms","region","alt","ic","oc","chid"
224,FALSE,2,50,5,"scostl","er",938.53,445.52,224
224,TRUE,2,50,5,"scostl","gc",814.83,162.27,224
224,FALSE,2,50,5,"scostl","gr",937.55,157.38,224
224,FALSE,2,50,5,"scostl","hp",999.68,229.41,224
225,FALSE,3,65,3,"mountn","ec",819.27,461.21,225
225,FALSE,3,65,3,"mountn","er",1102.4,531.35,225
225,TRUE,3,65,3,"mountn","gc",927.64,156.13,225
225,FALSE,3,65,3,"mountn","gr",1024,172.82,225
225,FALSE,3,65,3,"mountn","hp",1191.5,247.93,225
226,FALSE,7,45,6,"scostl","ec",867.3,533.16,226
226,FALSE,7,45,6,"scostl","er",1048.2,452.02,226
226,TRUE,7,45,6,"scostl","gc",799.5,176.83,226
226,FALSE,7,45,6,"scostl","gr",965.2,153.37,226
226,FALSE,7,45,6,"scostl","hp",987.64,248.85,226
227,FALSE,5,35,5,"valley","ec",866.93,434.66,227
227,FALSE,5,35,5,"valley","er",908.78,449.98,227
227,TRUE,5,35,5,"valley","gc",792.17,151.9,227
227,FALSE,5,35,5,"valley","gr",891.63,141.42,227
227,FALSE,5,35,5,"valley","hp",924.6,195.8,227
228,FALSE,3,65,4,"ncostl","ec",838.84,504.09,228
228,FALSE,3,65,4,"ncostl","er",967.88,437.24,228
228,TRUE,3,65,4,"ncostl","gc",770.33,152.9,228
228,FALSE,3,65,4,"ncostl","gr",918.49,134.9,228
228,FALSE,3,65,4,"ncostl","hp",988.41,222.03,228
229,FALSE,5,30,3,"scostl","ec",845.99,611.96,229
229,FALSE,5,30,3,"scostl","er",1133,529.61,229
229,TRUE,5,30,3,"scostl","gc",923.22,203.16,229
229,FALSE,5,30,3,"scostl","gr",1113.9,195.48,229
229,FALSE,5,30,3,"scostl","hp",1267.9,255.21,229
230,FALSE,7,55,5,"mountn","ec",747.24,529.54,230
230,TRUE,7,55,5,"mountn","er",960.07,437.9,230
230,FALSE,7,55,5,"mountn","gc",877.72,176.43,230
230,FALSE,7,55,5,"mountn","gr",1012,172.99,230
230,FALSE,7,55,5,"mountn","hp",1126.7,216.35,230
231,FALSE,4,55,2,"mountn","ec",611.82,377.69,231
231,FALSE,4,55,2,"mountn","er",900.03,274.67,231
231,TRUE,4,55,2,"mountn","gc",710.54,147.07,231
231,FALSE,4,55,2,"mountn","gr",829.03,139.78,231
231,FALSE,4,55,2,"mountn","hp",806.29,169.98,231
232,FALSE,5,50,7,"ncostl","ec",772.32,397.17,232
232,FALSE,5,50,7,"ncostl","er",672.55,397.71,232
232,TRUE,5,50,7,"ncostl","gc",712.01,162.72,232
232,FALSE,5,50,7,"ncostl","gr",928.77,157.26,232
232,FALSE,5,50,7,"ncostl","hp",954.25,232.87,232
233,FALSE,2,55,7,"scostl","ec",970.3,543.32,233
233,FALSE,2,55,7,"scostl","er",1098.1,463.74,233
233,TRUE,2,55,7,"scostl","gc",910.68,218.36,233
233,FALSE,2,55,7,"scostl","gr",916.21,174.83,233
233,FALSE,2,55,7,"scostl","hp",1117.8,251.39,233
234,FALSE,7,60,3,"valley","ec",950.57,503.89,234
234,FALSE,7,60,3,"valley","er",1134.3,447.69,234
234,TRUE,7,60,3,"valley","gc",829.19,169.75,234
234,FALSE,7,60,3,"valley","gr",915,171.73,234
234,FALSE,7,60,3,"valley","hp",1074.5,211.28,234
235,FALSE,7,50,2,"scostl","ec",791.73,474.16,235
235,FALSE,7,50,2,"scostl","er",980.81,471.14,235
235,TRUE,7,50,2,"scostl","gc",894.18,166.23,235
235,FALSE,7,50,2,"scostl","gr",955.61,145.29,235
235,FALSE,7,50,2,"scostl","hp",1075.1,224.11,235
236,FALSE,3,30,3,"scostl","ec",749.7,361.47,236
236,FALSE,3,30,3,"scostl","er",929.75,421.42,236
236,FALSE,3,30,3,"scostl","gc",788.5,160.02,236
236,TRUE,3,30,3,"scostl","gr",910.04,133.4,236
236,FALSE,3,30,3,"scostl","hp",1083.2,221.4,236
237,FALSE,6,55,6,"scostl","ec",833.31,407.64,237
237,FALSE,6,55,6,"scostl","er",904.6,357.75,237
237,TRUE,6,55,6,"scostl","gc",728.18,167.45,237
237,FALSE,6,55,6,"scostl","gr",695.28,149.34,237
237,FALSE,6,55,6,"scostl","hp",865.39,199.03,237
238,TRUE,5,60,2,"valley","ec",671.99,427.74,238
238,FALSE,5,60,2,"valley","er",777.71,320.46,238
238,FALSE,5,60,2,"valley","gc",690.79,156.5,238
238,FALSE,5,60,2,"valley","gr",721.42,130.26,238
238,FALSE,5,60,2,"valley","hp",770.33,170.43,238
239,FALSE,4,30,5,"ncostl","ec",997.63,568.85,239
239,FALSE,4,30,5,"ncostl","er",1173.4,490.72,239
239,TRUE,4,30,5,"ncostl","gc",805.87,176.89,239
239,FALSE,4,30,5,"ncostl","gr",847.48,156.63,239
239,FALSE,4,30,5,"ncostl","hp",959.95,203.23,239
240,FALSE,3,60,5,"scostl","ec",800.93,489.61,240
240,FALSE,3,60,5,"scostl","er",1052.8,406.71,240
240,TRUE,3,60,5,"scostl","gc",824.04,171.42,240
240,FALSE,3,60,5,"scostl","gr",928.98,148.75,240
240,FALSE,3,60,5,"scostl","hp",1028.7,249.91,240
241,FALSE,4,30,7,"ncostl","ec",935.84,517.02,241
241,FALSE,4,30,7,"ncostl","er",1013.5,436.58,241
241,TRUE,4,30,7,"ncostl","gc",838.86,173.65,241
241,FALSE,4,30,7,"ncostl","gr",890.02,172.39,241
241,FALSE,4,30,7,"ncostl","hp",1148.1,239.41,241
242,FALSE,5,60,6,"valley","ec",855.05,428,242
242,FALSE,5,60,6,"valley","er",813.19,375.64,242
242,TRUE,5,60,6,"valley","gc",734.11,160.17,242
242,FALSE,5,60,6,"valley","gr",828.67,149.27,242
242,FALSE,5,60,6,"valley","hp",961.38,201.14,242
243,FALSE,7,50,4,"scostl","ec",1077.2,568.57,243
243,FALSE,7,50,4,"scostl","er",1271.3,462.07,243
243,TRUE,7,50,4,"scostl","gc",978.23,192.98,243
243,FALSE,7,50,4,"scostl","gr",1244.5,188.67,243
243,FALSE,7,50,4,"scostl","hp",1183.9,263.15,243
244,FALSE,3,50,6,"scostl","ec",859.88,435.38,244
244,FALSE,3,50,6,"scostl","er",1042.4,395.07,244
244,FALSE,3,50,6,"scostl","gc",650.74,165.97,244
244,TRUE,3,50,6,"scostl","gr",941.36,158,244
244,FALSE,3,50,6,"scostl","hp",933.15,231.18,244
245,FALSE,4,20,6,"ncostl","ec",696.95,514.55,245
245,FALSE,4,20,6,"ncostl","er",1005.5,342.4,245
245,TRUE,4,20,6,"ncostl","gc",787.95,167.34,245
245,FALSE,4,20,6,"ncostl","gr",838.1,145.63,245
245,FALSE,4,20,6,"ncostl","hp",944.22,229.64,245
246,FALSE,7,45,4,"ncostl","ec",792.32,468.84,246
246,FALSE,7,45,4,"ncostl","er",928.82,377.26,246
246,TRUE,7,45,4,"ncostl","gc",720.02,178.24,246
246,FALSE,7,45,4,"ncostl","gr",833.69,152.15,246
246,FALSE,7,45,4,"ncostl","hp",1024.3,215.44,246
247,FALSE,5,65,2,"scostl","ec",928.84,542.68,247
247,FALSE,5,65,2,"scostl","er",1138,447.52,247
247,FALSE,5,65,2,"scostl","gc",874.22,188,247
247,TRUE,5,65,2,"scostl","gr",967.58,173.56,247
247,FALSE,5,65,2,"scostl","hp",1208.1,228.48,247
248,FALSE,5,20,2,"ncostl","ec",548.36,328.48,248
248,FALSE,5,20,2,"ncostl","er",810.67,351.53,248
248,TRUE,5,20,2,"ncostl","gc",542.23,116,248
248,FALSE,5,20,2,"ncostl","gr",705.08,110.32,248
248,FALSE,5,20,2,"ncostl","hp",826.06,148.94,248
249,FALSE,3,30,3,"scostl","ec",820.16,447.49,249
249,TRUE,3,30,3,"scostl","er",969.93,484.12,249
249,FALSE,3,30,3,"scostl","gc",731.08,175.24,249
249,FALSE,3,30,3,"scostl","gr",947.41,145.13,249
249,FALSE,3,30,3,"scostl","hp",958.49,241.28,249
250,TRUE,3,65,6,"ncostl","ec",721.26,401.92,250
250,FALSE,3,65,6,"ncostl","er",920.99,366.3,250
250,FALSE,3,65,6,"ncostl","gc",600.29,142.42,250
250,FALSE,3,65,6,"ncostl","gr",772.63,137.13,250
250,FALSE,3,65,6,"ncostl","hp",956.48,178.5,250
251,TRUE,4,50,4,"mountn","ec",744.33,443.21,251
251,FALSE,4,50,4,"mountn","er",973.68,332.49,251
251,FALSE,4,50,4,"mountn","gc",720.23,161.83,251
251,FALSE,4,50,4,"mountn","gr",781.31,168.47,251
251,FALSE,4,50,4,"mountn","hp",825.02,212.46,251
252,FALSE,3,20,7,"scostl","ec",831.1,413.13,252
252,FALSE,3,20,7,"scostl","er",905.93,365.69,252
252,FALSE,3,20,7,"scostl","gc",736.05,142.2,252
252,FALSE,3,20,7,"scostl","gr",800.06,151.61,252
252,TRUE,3,20,7,"scostl","hp",758.72,202.9,252
253,FALSE,2,60,7,"ncostl","ec",662.38,400.81,253
253,FALSE,2,60,7,"ncostl","er",1012.2,364.89,253
253,TRUE,2,60,7,"ncostl","gc",681.14,154.02,253
253,FALSE,2,60,7,"ncostl","gr",860.54,136.94,253
253,FALSE,2,60,7,"ncostl","hp",962.58,194.08,253
254,FALSE,5,30,4,"mountn","ec",741.66,484.88,254
254,FALSE,5,30,4,"mountn","er",834.06,396.63,254
254,TRUE,5,30,4,"mountn","gc",646.85,170.7,254
254,FALSE,5,30,4,"mountn","gr",829.19,143.79,254
254,FALSE,5,30,4,"mountn","hp",1016.3,225.24,254
255,FALSE,2,60,2,"scostl","ec",898.63,507.36,255
255,FALSE,2,60,2,"scostl","er",1263.8,500.19,255
255,TRUE,2,60,2,"scostl","gc",933.56,194.26,255
255,FALSE,2,60,2,"scostl","gr",991.03,169.65,255
255,FALSE,2,60,2,"scostl","hp",1093.8,224.2,255
256,FALSE,6,40,7,"valley","ec",813.86,487.66,256
256,FALSE,6,40,7,"valley","er",1014.2,425.83,256
256,TRUE,6,40,7,"valley","gc",871.6,175.22,256
256,FALSE,6,40,7,"valley","gr",804.32,160.3,256
256,FALSE,6,40,7,"valley","hp",889.44,228.88,256
257,FALSE,2,65,7,"ncostl","ec",981.34,535.16,257
257,FALSE,2,65,7,"ncostl","er",1204.1,509.91,257
257,TRUE,2,65,7,"ncostl","gc",884.58,199.41,257
257,FALSE,2,65,7,"ncostl","gr",1074.8,186.66,257
257,FALSE,2,65,7,"ncostl","hp",1369.4,232.76,257
258,FALSE,2,60,4,"valley","ec",640.26,423.95,258
258,TRUE,2,60,4,"valley","er",831.63,333.72,258
258,FALSE,2,60,4,"valley","gc",630.79,141.15,258
258,FALSE,2,60,4,"valley","gr",823.18,153.87,258
258,FALSE,2,60,4,"valley","hp",853.47,165.36,258
259,FALSE,7,35,2,"ncostl","ec",813.66,451.7,259
259,FALSE,7,35,2,"ncostl","er",988.02,434.16,259
259,TRUE,7,35,2,"ncostl","gc",732.12,159.63,259
259,FALSE,7,35,2,"ncostl","gr",948.08,143.01,259
259,FALSE,7,35,2,"ncostl","hp",997.33,225.52,259
260,FALSE,6,25,2,"scostl","ec",547.49,379.72,260
260,FALSE,6,25,2,"scostl","er",658.38,324.11,260
260,FALSE,6,25,2,"scostl","gc",517.94,115.24,260
260,TRUE,6,25,2,"scostl","gr",672.57,96.281,260
260,FALSE,6,25,2,"scostl","hp",761.02,131.52,260
261,FALSE,7,20,7,"scostl","ec",695.15,405.56,261
261,FALSE,7,20,7,"scostl","er",836.76,398.01,261
261,FALSE,7,20,7,"scostl","gc",750.95,170.01,261
261,TRUE,7,20,7,"scostl","gr",835.25,153.96,261
261,FALSE,7,20,7,"scostl","hp",906.18,177.48,261
262,FALSE,2,65,4,"scostl","ec",713.75,414.15,262
262,FALSE,2,65,4,"scostl","er",966.32,404.63,262
262,FALSE,2,65,4,"scostl","gc",676.59,157.46,262
262,TRUE,2,65,4,"scostl","gr",676.19,109.57,262
262,FALSE,2,65,4,"scostl","hp",864.39,177.2,262
263,FALSE,6,60,6,"ncostl","ec",905.57,509,263
263,FALSE,6,60,6,"ncostl","er",870.51,414.15,263
263,TRUE,6,60,6,"ncostl","gc",745.2,182.72,263
263,FALSE,6,60,6,"ncostl","gr",904.73,154.08,263
263,FALSE,6,60,6,"ncostl","hp",1149.3,239.24,263
264,FALSE,2,50,3,"ncostl","ec",726,445.24,264
264,FALSE,2,50,3,"ncostl","er",802.66,334.26,264
264,TRUE,2,50,3,"ncostl","gc",698.35,156.94,264
264,FALSE,2,50,3,"ncostl","gr",820.15,145.79,264
264,FALSE,2,50,3,"ncostl","hp",796.82,196.51,264
265,FALSE,7,30,6,"scostl","ec",974.93,498.3,265
265,FALSE,7,30,6,"scostl","er",1134.5,459.8,265
265,TRUE,7,30,6,"scostl","gc",837.62,185.79,265
265,FALSE,7,30,6,"scostl","gr",889.34,161.61,265
265,FALSE,7,30,6,"scostl","hp",1089.8,253.07,265
266,FALSE,5,60,4,"valley","ec",764.99,455.82,266
266,FALSE,5,60,4,"valley","er",1029,438.16,266
266,FALSE,5,60,4,"valley","gc",698.01,194.93,266
266,TRUE,5,60,4,"valley","gr",929.45,149.49,266
266,FALSE,5,60,4,"valley","hp",1109.9,207.92,266
267,FALSE,2,40,3,"ncostl","ec",781.97,473.85,267
267,FALSE,2,40,3,"ncostl","er",1042.9,434.07,267
267,TRUE,2,40,3,"ncostl","gc",862.79,172.52,267
267,FALSE,2,40,3,"ncostl","gr",1044.7,155.93,267
267,FALSE,2,40,3,"ncostl","hp",936.76,226.74,267
268,FALSE,5,30,2,"valley","ec",833.92,456.8,268
268,FALSE,5,30,2,"valley","er",1070.6,393.92,268
268,TRUE,5,30,2,"valley","gc",752.24,166.1,268
268,FALSE,5,30,2,"valley","gr",1034.6,156.78,268
268,FALSE,5,30,2,"valley","hp",1072.2,232.22,268
269,FALSE,4,65,2,"valley","ec",760.21,470.87,269
269,FALSE,4,65,2,"valley","er",1062.3,425.45,269
269,TRUE,4,65,2,"valley","gc",701.71,205.55,269
269,FALSE,4,65,2,"valley","gr",984.66,150.11,269
269,FALSE,4,65,2,"valley","hp",963.61,225.3,269
270,FALSE,5,25,6,"ncostl","ec",930.12,535.12,270
270,FALSE,5,25,6,"ncostl","er",823.09,393.81,270
270,TRUE,5,25,6,"ncostl","gc",889.35,192.31,270
270,FALSE,5,25,6,"ncostl","gr",1107,157.67,270
270,FALSE,5,25,6,"ncostl","hp",1204.7,257.38,270
271,FALSE,4,65,7,"scostl","ec",690.81,453.45,271
271,FALSE,4,65,7,"scostl","er",867.46,438.26,271
271,TRUE,4,65,7,"scostl","gc",790.05,183.06,271
271,FALSE,4,65,7,"scostl","gr",982.79,150.84,271
271,FALSE,4,65,7,"scostl","hp",1126.5,208.9,271
272,FALSE,2,40,5,"scostl","ec",743.53,447.32,272
272,FALSE,2,40,5,"scostl","er",886.04,366.82,272
272,TRUE,2,40,5,"scostl","gc",647.77,155.07,272
272,FALSE,2,40,5,"scostl","gr",863.71,128.38,272
272,FALSE,2,40,5,"scostl","hp",1136.7,199.06,272
273,FALSE,6,65,3,"scostl","ec",746.07,360.22,273
273,FALSE,6,65,3,"scostl","er",838.46,333.12,273
273,FALSE,6,65,3,"scostl","gc",666.04,147.5,273
273,TRUE,6,65,3,"scostl","gr",784.55,150.05,273
273,FALSE,6,65,3,"scostl","hp",1025.8,172.87,273
274,FALSE,5,30,6,"scostl","ec",765.49,451.82,274
274,FALSE,5,30,6,"scostl","er",988.72,440.08,274
274,TRUE,5,30,6,"scostl","gc",760.58,162.6,274
274,FALSE,5,30,6,"scostl","gr",932.89,152.1,274
274,FALSE,5,30,6,"scostl","hp",953.73,232.28,274
275,FALSE,6,60,6,"scostl","ec",568.02,415.48,275
275,FALSE,6,60,6,"scostl","er",834.82,318.78,275
275,TRUE,6,60,6,"scostl","gc",517.82,137.61,275
275,FALSE,6,60,6,"scostl","gr",601.96,97.743,275
275,FALSE,6,60,6,"scostl","hp",916.08,176.03,275
276,FALSE,4,35,2,"valley","ec",818.47,511.62,276
276,FALSE,4,35,2,"valley","er",1171.4,524.37,276
276,TRUE,4,35,2,"valley","gc",915.06,191.89,276
276,FALSE,4,35,2,"valley","gr",944.35,172.73,276
276,FALSE,4,35,2,"valley","hp",1209.4,231.36,276
277,FALSE,3,20,3,"valley","ec",733.77,458.83,277
277,FALSE,3,20,3,"valley","er",909.1,367.78,277
277,TRUE,3,20,3,"valley","gc",638.85,145.74,277
277,FALSE,3,20,3,"valley","gr",737.19,144.98,277
277,FALSE,3,20,3,"valley","hp",927.11,182.82,277
278,FALSE,6,60,6,"valley","ec",759.85,430.39,278
278,FALSE,6,60,6,"valley","er",983.98,421.26,278
278,TRUE,6,60,6,"valley","gc",820.44,162.52,278
278,FALSE,6,60,6,"valley","gr",1049.9,166.11,278
278,FALSE,6,60,6,"valley","hp",1258,245.45,278
279,FALSE,4,25,5,"scostl","ec",834.63,491.21,279
279,FALSE,4,25,5,"scostl","er",1112.3,488.44,279
279,FALSE,4,25,5,"scostl","gc",793.75,181.52,279
279,TRUE,4,25,5,"scostl","gr",921.46,158.98,279
279,FALSE,4,25,5,"scostl","hp",1025.3,203.96,279
280,FALSE,4,35,2,"ncostl","ec",503.2,276.45,280
280,FALSE,4,35,2,"ncostl","er",592.88,294,280
280,TRUE,4,35,2,"ncostl","gc",577.96,111.94,280
280,FALSE,4,35,2,"ncostl","gr",669.89,85.215,280
280,FALSE,4,35,2,"ncostl","hp",724.34,189.59,280
281,FALSE,6,60,4,"ncostl","ec",830.13,594.3,281
281,FALSE,6,60,4,"ncostl","er",1156.8,490.7,281
281,TRUE,6,60,4,"ncostl","gc",915.75,199.82,281
281,FALSE,6,60,4,"ncostl","gr",1128.4,192.98,281
281,FALSE,6,60,4,"ncostl","hp",1355.9,251.94,281
282,FALSE,5,50,4,"scostl","ec",890.08,487.47,282
282,FALSE,5,50,4,"scostl","er",1077.9,432.31,282
282,TRUE,5,50,4,"scostl","gc",703.58,165.27,282
282,FALSE,5,50,4,"scostl","gr",976,168.2,282
282,FALSE,5,50,4,"scostl","hp",1182.3,222.52,282
283,FALSE,2,40,3,"ncostl","ec",801.76,506.17,283
283,FALSE,2,40,3,"ncostl","er",1022.7,490.01,283
283,FALSE,2,40,3,"ncostl","gc",973.44,162.24,283
283,FALSE,2,40,3,"ncostl","gr",854.95,179.01,283
283,TRUE,2,40,3,"ncostl","hp",1201.4,287.52,283
284,TRUE,3,45,3,"mountn","ec",469.61,347.75,284
284,FALSE,3,45,3,"mountn","er",757.71,266.92,284
284,FALSE,3,45,3,"mountn","gc",574.09,122.2,284
284,FALSE,3,45,3,"mountn","gr",574.94,109.76,284
284,FALSE,3,45,3,"mountn","hp",853.3,168.98,284
285,FALSE,4,60,6,"scostl","ec",871.74,631.83,285
285,FALSE,4,60,6,"scostl","er",1032,459.84,285
285,TRUE,4,60,6,"scostl","gc",953.99,234.04,285
285,FALSE,4,60,6,"scostl","gr",1171.5,203.68,285
285,FALSE,4,60,6,"scostl","hp",1315.8,274.88,285
286,FALSE,7,25,7,"mountn","ec",735.84,445.16,286
286,TRUE,7,25,7,"mountn","er",945.8,440.28,286
286,FALSE,7,25,7,"mountn","gc",709.93,192.39,286
286,FALSE,7,25,7,"mountn","gr",904.05,136.86,286
286,FALSE,7,25,7,"mountn","hp",964.59,222.09,286
287,FALSE,4,60,7,"scostl","ec",707.68,442.37,287
287,FALSE,4,60,7,"scostl","er",921.81,411.69,287
287,FALSE,4,60,7,"scostl","gc",752.96,181.68,287
287,TRUE,4,60,7,"scostl","gr",953.48,142.73,287
287,FALSE,4,60,7,"scostl","hp",1038.5,235.72,287
288,FALSE,5,25,6,"scostl","ec",805.33,498.77,288
288,TRUE,5,25,6,"scostl","er",937.27,376.04,288
288,FALSE,5,25,6,"scostl","gc",771.37,161.92,288
288,FALSE,5,25,6,"scostl","gr",810.06,156.55,288
288,FALSE,5,25,6,"scostl","hp",1038.9,237.6,288
289,FALSE,7,60,7,"scostl","ec",728.83,523.68,289
289,FALSE,7,60,7,"scostl","er",907.28,479.98,289
289,TRUE,7,60,7,"scostl","gc",846.21,167.54,289
289,FALSE,7,60,7,"scostl","gr",1030.3,146.89,289
289,FALSE,7,60,7,"scostl","hp",989.24,207.13,289
290,FALSE,6,40,7,"valley","ec",759.33,474.95,290
290,FALSE,6,40,7,"valley","er",882.35,454.78,290
290,FALSE,6,40,7,"valley","gc",806.19,189.63,290
290,TRUE,6,40,7,"valley","gr",903.01,135.41,290
290,FALSE,6,40,7,"valley","hp",928.98,220,290
291,FALSE,2,20,3,"scostl","ec",1121.5,577.34,291
291,FALSE,2,20,3,"scostl","er",1163.3,545.45,291
291,TRUE,2,20,3,"scostl","gc",1060.7,226.07,291
291,FALSE,2,20,3,"scostl","gr",1286.2,194.13,291
291,FALSE,2,20,3,"scostl","hp",1399.5,255.74,291
292,FALSE,5,30,7,"scostl","ec",553.67,334.79,292
292,FALSE,5,30,7,"scostl","er",649.32,371.59,292
292,FALSE,5,30,7,"scostl","gc",618.22,133.69,292
292,TRUE,5,30,7,"scostl","gr",599.51,118.88,292
292,FALSE,5,30,7,"scostl","hp",645.18,187.33,292
293,TRUE,4,60,5,"valley","ec",972.53,571.36,293
293,FALSE,4,60,5,"valley","er",1048.1,514.03,293
293,FALSE,4,60,5,"valley","gc",880.03,226.76,293
293,FALSE,4,60,5,"valley","gr",1099.6,166.87,293
293,FALSE,4,60,5,"valley","hp",1238.4,276.89,293
294,TRUE,6,40,6,"ncostl","ec",1013.3,517.78,294
294,FALSE,6,40,6,"ncostl","er",1133.3,464.22,294
294,FALSE,6,40,6,"ncostl","gc",833.18,216.1,294
294,FALSE,6,40,6,"ncostl","gr",1033.7,160.9,294
294,FALSE,6,40,6,"ncostl","hp",972.81,205.1,294
295,FALSE,6,55,6,"valley","ec",659.64,289.07,295
295,FALSE,6,55,6,"valley","er",810.42,268.86,295
295,FALSE,6,55,6,"valley","gc",594.71,144.9,295
295,FALSE,6,55,6,"valley","gr",737.9,119.62,295
295,TRUE,6,55,6,"valley","hp",765.11,136.46,295
296,FALSE,5,25,6,"valley","ec",950.06,592.32,296
296,FALSE,5,25,6,"valley","er",1162.1,575.35,296
296,TRUE,5,25,6,"valley","gc",989.79,235.97,296
296,FALSE,5,25,6,"valley","gr",1121.8,177.48,296
296,FALSE,5,25,6,"valley","hp",1432.6,270.85,296
297,FALSE,4,40,5,"ncostl","ec",1172.2,668.92,297
297,FALSE,4,40,5,"ncostl","er",1378.5,607.31,297
297,TRUE,4,40,5,"ncostl","gc",1158.9,240.52,297
297,FALSE,4,40,5,"ncostl","gr",1344,227.92,297
297,FALSE,4,40,5,"ncostl","hp",1679.8,318.07,297
298,FALSE,5,55,7,"mountn","ec",908.33,512.51,298
298,FALSE,5,55,7,"mountn","er",1001.5,396.63,298
298,TRUE,5,55,7,"mountn","gc",666.75,197.29,298
298,FALSE,5,55,7,"mountn","gr",752.06,162.11,298
298,FALSE,5,55,7,"mountn","hp",922.44,194.56,298
299,FALSE,6,25,6,"scostl","ec",805.29,555.26,299
299,FALSE,6,25,6,"scostl","er",904.49,421.67,299
299,TRUE,6,25,6,"scostl","gc",766.12,151.52,299
299,FALSE,6,25,6,"scostl","gr",963.26,149.69,299
299,FALSE,6,25,6,"scostl","hp",1112,201.53,299
300,FALSE,2,40,5,"scostl","ec",797.07,464.57,300
300,FALSE,2,40,5,"scostl","er",938.75,368.04,300
300,TRUE,2,40,5,"scostl","gc",766.58,161.43,300
300,FALSE,2,40,5,"scostl","gr",850.07,131.03,300
300,FALSE,2,40,5,"scostl","hp",1013.3,224.86,300
301,TRUE,7,35,5,"mountn","ec",891.78,490.55,301
301,FALSE,7,35,5,"mountn","er",960.32,543.32,301
301,FALSE,7,35,5,"mountn","gc",851.39,197.27,301
301,FALSE,7,35,5,"mountn","gr",897.55,156.7,301
301,FALSE,7,35,5,"mountn","hp",1073.9,228.18,301
302,FALSE,6,20,5,"ncostl","ec",682.94,452.72,302
302,TRUE,6,20,5,"ncostl","er",979.56,363.63,302
302,FALSE,6,20,5,"ncostl","gc",700.22,165.61,302
302,FALSE,6,20,5,"ncostl","gr",939.05,141.8,302
302,FALSE,6,20,5,"ncostl","hp",1009.9,189.29,302
303,FALSE,6,45,3,"ncostl","ec",609.77,483,303
303,FALSE,6,45,3,"ncostl","er",812.85,346.41,303
303,TRUE,6,45,3,"ncostl","gc",612.73,137.82,303
303,FALSE,6,45,3,"ncostl","gr",901.77,133.26,303
303,FALSE,6,45,3,"ncostl","hp",885.24,198.84,303
304,FALSE,5,20,2,"ncostl","ec",780.56,502.5,304
304,FALSE,5,20,2,"ncostl","er",945.21,503.45,304
304,TRUE,5,20,2,"ncostl","gc",678.97,178.72,304
304,FALSE,5,20,2,"ncostl","gr",729.76,150.39,304
304,FALSE,5,20,2,"ncostl","hp",1185.9,243.52,304
305,FALSE,2,20,2,"valley","ec",884.29,522.42,305
305,FALSE,2,20,2,"valley","er",954.86,432.91,305
305,TRUE,2,20,2,"valley","gc",715.15,179.94,305
305,FALSE,2,20,2,"valley","gr",1101.8,167.11,305
305,FALSE,2,20,2,"valley","hp",1153.4,238.48,305
306,FALSE,7,65,4,"scostl","ec",659.44,459.05,306
306,FALSE,7,65,4,"scostl","er",846.68,398.77,306
306,TRUE,7,65,4,"scostl","gc",711.7,149.74,306
306,FALSE,7,65,4,"scostl","gr",768.66,143.28,306
306,FALSE,7,65,4,"scostl","hp",819.69,156.8,306
307,FALSE,6,55,5,"valley","ec",812.97,517.11,307
307,FALSE,6,55,5,"valley","er",994.08,423.17,307
307,TRUE,6,55,5,"valley","gc",772.1,183.51,307
307,FALSE,6,55,5,"valley","gr",944.73,157.86,307
307,FALSE,6,55,5,"valley","hp",1201.5,216.29,307
308,FALSE,5,50,6,"mountn","ec",695.57,465.47,308
308,FALSE,5,50,6,"mountn","er",811.78,350.94,308
308,TRUE,5,50,6,"mountn","gc",636.67,146.82,308
308,FALSE,5,50,6,"mountn","gr",598.09,123.95,308
308,FALSE,5,50,6,"mountn","hp",946.63,221.91,308
309,FALSE,3,25,4,"scostl","ec",857.28,514.34,309
309,FALSE,3,25,4,"scostl","er",996.7,385.69,309
309,TRUE,3,25,4,"scostl","gc",712.52,176.48,309
309,FALSE,3,25,4,"scostl","gr",969.92,159.61,309
309,FALSE,3,25,4,"scostl","hp",1051.3,190.58,309
310,FALSE,7,60,6,"scostl","ec",787.86,373.04,310
310,TRUE,7,60,6,"scostl","er",845.19,318.46,310
310,FALSE,7,60,6,"scostl","gc",689.45,165.89,310
310,FALSE,7,60,6,"scostl","gr",841.48,121.55,310
310,FALSE,7,60,6,"scostl","hp",795.67,197.27,310
311,FALSE,4,45,3,"valley","ec",811.48,452.5,311
311,TRUE,4,45,3,"valley","er",905.9,447.92,311
311,FALSE,4,45,3,"valley","gc",794.09,174.34,311
311,FALSE,4,45,3,"valley","gr",1155.9,161.43,311
311,FALSE,4,45,3,"valley","hp",1036.1,227.2,311
312,FALSE,4,20,7,"valley","ec",714.12,469.38,312
312,FALSE,4,20,7,"valley","er",836.16,353.51,312
312,TRUE,4,20,7,"valley","gc",550.69,155.56,312
312,FALSE,4,20,7,"valley","gr",874.51,146.79,312
312,FALSE,4,20,7,"valley","hp",887.74,184.43,312
313,FALSE,7,40,3,"scostl","ec",680.46,316.04,313
313,TRUE,7,40,3,"scostl","er",649.59,289.65,313
313,FALSE,7,40,3,"scostl","gc",611.85,85.38,313
313,FALSE,7,40,3,"scostl","gr",631.9,103.37,313
313,FALSE,7,40,3,"scostl","hp",873.09,165.46,313
314,FALSE,2,25,7,"scostl","ec",582.82,334.84,314
314,FALSE,2,25,7,"scostl","er",650.23,179.95,314
