id,nearc2,nearc4,nearc4a,nearc4b,educ,age,south,famed,black,smsa,wage76,wage78,wage80,kww,iq,lwage76,lwage78,lwage80
957,1,0,0,0,12,34,0,9,0,0,889,NA,NA,39,87,6.790097236,NA,NA
958,1,0,0,0,15,29,0,7,0,1,458,NA,NA,34,126,6.126869184,NA,NA
959,1,0,0,0,12,27,0,6,0,0,NA,NA,NA,27,104,NA,NA,NA
961,0,1,1,0,12,34,0,9,0,1,450,595,723,34,98,6.109247583,6.388561406,6.583409222
963,0,1,1,0,12,34,0,9,0,1,700,NA,NA,39,103,6.551080335,NA,NA
964,0,1,1,0,16,29,0,5,0,1,NA,693,1058,45,115,NA,6.541029999,6.964135612
965,0,1,1,0,14,33,0,6,0,1,744,NA,1000,49,122,6.612041035,NA,6.907755279
966,0,1,1,0,15,24,0,1,0,0,NA,529,760,27,119,NA,6.270988432,6.633318433
967,0,1,1,0,16,32,0,5,0,1,889,1085,1778,43,109,6.790097236,6.989335266,7.483244416
968,0,1,1,0,18,32,0,7,0,1,NA,1385,1903,44,118,NA,7.233455419,7.551186867
969,0,1,1,0,18,32,0,3,0,1,692,NA,NA,37,125,6.539585956,NA,NA
971,0,1,1,0,18,33,0,3,0,0,604,NA,NA,38,119,6.403574198,NA,NA
972,0,1,1,0,18,30,0,4,0,1,625,745,1010,42,97,6.43775165,6.613384218,6.91770561
973,0,1,1,0,14,33,0,6,0,1,746,NA,NA,36,103,6.6147256,NA,NA
974,0,1,1,0,18,33,0,6,0,1,726,986,971,42,95,6.587550015,6.893656355,6.878326468
975,0,1,1,0,12,30,0,8,0,1,560,NA,525,40,99,6.327936784,NA,6.263398263
976,0,1,1,0,12,26,0,5,0,0,424,450,525,31,106,6.049733455,6.109247583,6.263398263
977,0,1,1,0,12,26,0,4,0,0,400,600,670,33,117,5.991464547,6.396929655,6.507277712
978,0,1,1,0,14,26,0,3,0,1,250,NA,NA,40,112,5.521460918,NA,NA
979,0,1,1,0,13,26,0,6,0,1,646,750,NA,30,136,6.470799504,6.620073207,NA
980,0,1,1,0,12,24,0,3,0,1,598,439,NA,35,NA,6.393590754,6.084499413,NA
981,0,1,1,0,12,27,0,8,0,1,1000,1038,NA,33,110,6.907755279,6.945051064,NA
983,1,1,0,1,12,28,0,2,0,0,528,663,756,26,111,6.269096284,6.49677499,6.628041376
984,1,1,0,1,12,26,0,2,0,0,481,557,683,32,115,6.17586727,6.32256524,6.52649486
985,1,1,0,1,12,33,0,6,0,0,850,500,500,47,90,6.745236349,6.214608098,6.214608098
986,1,1,0,1,14,30,0,9,0,0,506,787,1058,45,98,6.226536669,6.668228248,6.964135612
987,1,1,0,1,12,29,0,8,0,1,512,649,NA,41,106,6.238324625,6.475432717,NA
988,1,1,0,1,11,26,0,9,0,1,220,285,NA,20,NA,5.393627546,5.65248918,NA
989,1,1,0,1,16,24,0,9,0,1,154,244,577,38,NA,5.036952602,5.497168225,6.357842267
990,1,1,0,1,12,31,0,6,0,1,240,NA,550,44,95,5.480638923,NA,6.309918278
991,1,1,0,1,12,28,0,6,0,1,557,NA,500,43,115,6.32256524,NA,6.214608098
992,1,1,0,1,15,27,0,8,0,1,NA,659,654,48,108,NA,6.490723535,6.483107351
996,1,1,0,1,15,27,0,3,0,1,500,600,727,40,106,6.214608098,6.396929655,6.588926478
997,1,1,0,1,16,26,0,9,0,1,372,399,455,34,102,5.918893854,5.988961417,6.120297419
998,1,1,0,1,10,25,0,8,0,0,350,NA,NA,26,91,5.857933154,NA,NA
999,1,1,0,1,12,26,0,8,0,0,584,700,865,26,114,6.369900983,6.551080335,6.762729507
1004,1,1,0,1,13,26,0,6,0,0,515,647,1082,34,92,6.244166901,6.472346295,6.986566459
1005,1,1,0,1,12,33,0,8,0,0,NA,705,NA,46,84,NA,6.558197803,NA
1006,0,0,0,0,12,29,0,9,0,0,390,NA,500,43,111,5.966146739,NA,6.214608098
1008,0,0,0,0,16,25,0,3,0,0,280,NA,193,34,111,5.634789603,NA,5.262690189
1009,0,0,0,0,12,33,0,4,0,0,690,NA,942,38,NA,6.536691598,NA,6.848005275
1010,0,0,0,0,12,26,0,4,0,0,300,354,417,30,96,5.703782475,5.869296913,6.033086222
1011,0,0,0,0,17,27,0,2,0,0,635,962,1303,36,119,6.453624999,6.869014451,7.172424577
1012,0,0,0,0,13,26,0,2,0,0,342,500,575,32,85,5.834810737,6.214608098,6.354370041
1013,0,0,0,0,16,26,0,3,0,0,505,633,623,34,98,6.224558429,6.450470422,6.434546519
1014,0,0,0,0,13,24,0,3,0,0,356,444,515,30,114,5.874930731,6.095824562,6.244166901
1015,0,0,0,0,12,33,0,9,0,0,262,349,618,39,79,5.568344504,5.855071922,6.426488457
1016,0,0,0,0,18,33,0,5,0,1,NA,1000,1273,42,84,NA,6.907755279,7.149131599
1017,0,0,0,0,10,32,0,9,0,0,400,550,578,30,NA,5.991464547,6.309918278,6.359573869
1018,0,0,0,0,12,33,0,4,0,0,NA,NA,NA,42,83,NA,NA,NA
1020,0,0,0,0,13,29,0,1,0,0,740,771,990,42,108,6.606650186,6.647688374,6.897704943
1021,0,0,0,0,12,34,0,6,0,0,342,444,NA,NA,NA,5.834810737,6.095824562,NA
1023,0,0,0,0,15,29,0,6,0,0,276,313,NA,39,121,5.620400866,5.746203191,NA
1024,0,0,0,0,9,24,0,6,0,0,427,NA,NA,36,NA,6.056784013,NA,NA
1025,0,0,0,0,12,32,0,8,0,0,NA,NA,NA,37,105,NA,NA,NA
1026,0,0,0,0,12,25,0,5,0,0,239,417,NA,40,117,5.476463552,6.033086222,NA
1027,0,0,0,0,13,24,0,5,0,0,385,553,NA,21,NA,5.953243334,6.315358002,NA
1028,0,0,0,0,12,29,0,8,0,0,350,455,600,32,107,5.857933154,6.120297419,6.396929655
1030,0,0,0,0,12,29,0,9,0,0,599,780,434,40,103,6.395261598,6.65929392,6.073044534
1031,0,0,0,0,15,31,0,6,0,1,750,975,1100,45,105,6.620073207,6.882437471,7.003065459
1033,0,0,0,0,16,33,0,5,0,0,692,748,841,41,105,6.539585956,6.617402978,6.73459166
1034,0,0,0,0,12,34,0,2,0,0,147,171,235,43,88,4.990432587,5.141663557,5.459585514
1036,1,1,1,0,12,26,0,5,0,1,280,475,NA,34,96,5.634789603,6.163314804,NA
1037,1,1,1,0,18,32,0,9,0,1,769,923,82,46,105,6.64509097,6.827629235,4.406719247
1038,1,1,1,0,13,32,0,6,0,1,1010,1389,1351,41,NA,6.91770561,7.236339343,7.208600338
1040,1,1,1,0,14,26,0,1,0,0,517,590,NA,34,100,6.248042875,6.380122537,NA
1041,1,1,1,0,16,26,0,1,0,0,400,450,525,43,116,5.991464547,6.109247583,6.263398263
1043,1,1,1,0,12,29,0,8,0,0,37,51,143,NA,NA,3.610917913,3.931825633,4.96284463
1044,1,1,1,0,12,34,0,2,0,0,NA,NA,1160,35,84,NA,NA,7.056175284
1046,1,1,1,0,12,25,0,5,0,0,375,409,500,22,86,5.926926026,6.013715156,6.214608098
1047,0,1,1,0,12,31,0,5,0,0,596,654,795,27,88,6.390240667,6.483107351,6.678342115
1048,0,1,1,0,15,27,0,1,0,0,NA,NA,NA,NA,121,NA,NA,NA
1049,0,1,1,0,7,31,0,9,0,0,350,729,449,34,NA,5.857933154,6.591673732,6.107022888
1050,0,1,1,0,11,33,0,9,0,0,417,352,500,34,97,6.033086222,5.863631176,6.214608098
1051,0,1,1,0,16,29,0,4,0,0,338,NA,NA,43,112,5.823045895,NA,NA
1052,0,1,1,0,18,26,0,1,0,0,481,721,725,35,125,6.17586727,6.580639137,6.586171655
1053,0,1,1,0,12,28,0,7,0,0,500,NA,NA,12,NA,6.214608098,NA,NA
1054,0,1,1,0,12,27,0,9,0,0,305,NA,NA,37,NA,5.720311777,NA,NA
1055,0,1,1,0,12,25,0,9,0,0,NA,250,NA,30,NA,NA,5.521460918,NA
1056,0,1,1,0,10,34,0,9,0,0,450,600,740,31,84,6.109247583,6.396929655,6.606650186
1058,1,1,1,0,16,29,0,2,0,1,769,1058,1250,45,117,6.64509097,6.964135612,7.13089883
1059,1,1,1,0,16,26,0,2,0,1,721,940,1014,42,110,6.580639137,6.845879875,6.921658184
1060,1,1,1,0,13,29,0,9,0,1,1000,1250,1250,32,104,6.907755279,7.13089883,7.13089883
1062,1,1,1,0,14,30,0,3,0,1,625,1000,688,35,101,6.43775165,6.907755279,6.533788838
1063,1,1,1,0,16,26,0,5,0,1,817,962,1346,33,99,6.705639095,6.869014451,7.20489251
1064,1,1,1,0,12,34,0,9,0,1,377,NA,NA,35,87,5.932245187,NA,NA
1065,1,1,1,0,10,34,0,9,0,0,NA,315,445,31,80,NA,5.752572639,6.098074282
1067,1,1,1,0,12,33,0,9,0,1,708,721,265,43,101,6.562444094,6.580639137,5.579729826
1068,1,1,1,0,14,24,0,3,0,1,411,577,1250,31,117,6.018593214,6.357842267,7.13089883
1070,1,1,1,0,13,32,0,9,0,1,1339,1350,1607,41,108,7.199678346,7.207859871,7.382124366
1071,1,1,1,0,12,34,0,9,0,0,716,865,NA,42,NA,6.573680167,6.762729507,NA
1075,1,1,1,0,10,32,0,9,1,1,192,NA,NA,37,86,5.257495372,NA,NA
1076,1,1,1,0,16,32,0,9,1,1,797,1109,NA,43,NA,6.680854679,7.011213987,NA
1077,1,1,1,0,16,34,0,7,1,1,924,1214,1453,33,69,6.828712072,7.101675972,7.281385664
1078,1,1,1,0,15,26,0,1,1,1,240,42,NA,30,105,5.480638923,3.737669618,NA
1079,1,1,1,0,13,25,0,3,0,1,625,900,NA,39,104,6.43775165,6.802394763,NA
1080,1,1,1,0,8,24,0,8,0,1,1025,NA,NA,34,NA,6.932447892,NA,NA
1081,1,1,1,0,12,28,0,7,1,0,503,549,1392,38,109,6.22059017,6.308098442,7.238496841
1086,1,1,1,0,12,26,0,8,1,1,NA,NA,600,35,108,NA,NA,6.396929655
1088,1,1,1,0,16,34,0,9,0,1,NA,NA,NA,41,107,NA,NA,NA
1089,1,1,1,0,16,28,0,8,0,1,462,844,821,39,85,6.135564891,6.738152495,6.710523109
1090,1,1,1,0,16,25,0,7,0,0,476,722,794,36,114,6.165417854,6.582025139,6.677083461
1091,1,1,1,0,15,26,0,6,0,1,500,400,NA,33,99,6.214608098,5.991464547,NA
1094,1,1,1,0,12,34,0,9,0,0,1000,940,NA,42,NA,6.907755279,6.845879875,NA
1095,1,1,1,0,13,34,0,9,0,0,663,NA,500,46,90,6.49677499,NA,6.214608098
1096,1,1,1,0,15,24,0,5,0,0,NA,400,500,NA,121,NA,5.991464547,6.214608098
1097,1,1,1,0,15,34,0,3,0,1,707,878,NA,46,119,6.561030666,6.777646594,NA
1098,1,1,1,0,16,31,0,9,0,1,928,1298,1611,42,120,6.833031733,7.168579897,7.384610383
1099,1,1,1,0,12,24,0,9,0,0,300,462,585,36,NA,5.703782475,6.135564891,6.371611847
1100,1,1,1,0,15,27,0,2,0,1,365,NA,330,46,112,5.899897354,NA,5.799092654
1101,1,1,1,0,12,30,0,9,0,1,645,856,1000,NA,97,6.469250317,6.752270376,6.907755279
1102,0,1,1,0,12,26,0,7,0,1,NA,556,758,31,NA,NA,6.320768294,6.630683386
1103,0,1,1,0,14,31,0,5,0,1,NA,NA,NA,52,111,NA,NA,NA
1104,0,1,1,0,18,25,0,2,0,0,462,450,520,30,107,6.135564891,6.109247583,6.253828812
1105,0,1,1,0,18,33,0,6,0,1,1026,1259,1731,41,117,6.933423026,7.138073034,7.456454555
1107,0,1,1,0,12,24,0,3,0,1,525,630,790,34,NA,6.263398263,6.445719819,6.672032945
1108,0,1,1,0,18,30,0,1,0,1,NA,NA,NA,39,117,NA,NA,NA
1110,0,1,1,0,18,29,0,1,0,1,375,577,1202,41,125,5.926926026,6.357842267,7.091742115
1111,0,1,1,0,18,34,0,1,0,1,1538,1923,1923,47,112,7.33823815,7.561641746,7.561641746
1112,0,1,1,0,18,33,0,1,0,1,923,NA,1155,46,106,6.827629235,NA,7.051855623
1113,0,1,1,0,13,26,0,6,0,1,568,NA,NA,40,104,6.342121419,NA,NA
1114,0,1,1,0,14,25,0,6,0,1,600,NA,NA,23,89,6.396929655,NA,NA
1115,0,1,1,0,15,27,0,2,0,1,721,812,2163,38,116,6.580639137,6.69950034,7.679251426
1116,0,1,1,0,17,24,0,2,0,1,1116,NA,NA,46,NA,7.017506143,NA,NA
1119,0,1,1,0,14,26,0,3,0,1,NA,812,903,43,128,NA,6.69950034,6.805722553
1120,0,1,1,0,12,33,0,9,0,1,NA,NA,NA,41,102,NA,NA,NA
1121,0,1,1,0,14,27,0,9,0,1,712,740,923,44,123,6.568077911,6.606650186,6.827629235
1122,0,1,1,0,16,29,0,9,0,1,808,913,1115,40,118,6.694562059,6.816735881,7.016609684
1123,0,1,1,0,12,24,0,8,0,1,NA,NA,NA,30,106,NA,NA,NA
1124,0,1,1,0,11,27,0,6,0,1,925,NA,NA,31,106,6.829793738,NA,NA
1125,0,1,1,0,12,33,0,9,0,1,NA,NA,NA,40,110,NA,NA,NA
1126,0,1,1,0,9,25,0,9,0,1,550,NA,583,22,NA,6.309918278,NA,6.368187186
1127,0,1,1,0,12,26,0,9,0,1,271,311,449,20,91,5.602118821,5.739792912,6.107022888
1129,1,1,0,1,7,32,0,8,0,1,833,1000,670,22,NA,6.725033642,6.907755279,6.507277712
1130,1,1,0,1,12,30,0,6,0,1,1200,1362,1500,29,103,7.090076836,7.216709487,7.313220387
1131,1,1,0,1,14,33,0,8,0,1,581,700,826,40,114,6.364750757,6.551080335,6.716594774
1132,1,1,0,1,17,34,0,5,1,1,686,763,1000,41,105,6.530877628,6.637258031,6.907755279
1133,1,1,0,1,18,32,0,5,1,1,1000,1455,1857,34,84,6.907755279,7.28276118,7.526717561
1134,1,1,0,1,13,24,0,8,1,1,537,722,930,31,NA,6.285998095,6.582025139,6.835184586
1135,1,1,0,1,12,28,0,9,1,1,690,825,935,32,89,6.536691598,6.715383386,6.840546529
1139,1,1,0,1,12,28,0,2,0,1,500,560,575,36,81,6.214608098,6.327936784,6.354370041
1140,1,1,0,1,16,25,0,2,0,0,NA,250,NA,33,111,NA,5.521460918,NA
1141,0,1,0,1,13,33,0,6,0,1,750,890,990,36,118,6.620073207,6.791221463,6.897704943
1142,0,1,0,1,17,29,0,6,0,1,913,1202,1466,38,91,6.816735881,7.091742115,7.290292882
1143,0,1,0,1,16,27,0,6,0,1,NA,90,385,47,126,NA,4.49980967,5.953243334
1144,0,1,0,1,15,24,0,6,0,1,600,778,NA,19,NA,6.396929655,6.656726524,NA
1145,0,1,0,1,16,24,0,3,0,1,577,NA,913,29,113,6.357842267,NA,6.816735881
1146,0,1,0,1,12,26,0,6,0,1,601,770,831,38,121,6.398594935,6.646390515,6.722629795
1147,0,1,0,1,12,31,0,6,0,1,577,750,938,36,102,6.357842267,6.620073207,6.843749949
1148,0,1,0,1,12,32,0,9,0,1,677,773,978,36,104,6.517671273,6.650279049,6.88550967
1149,0,1,0,1,11,24,0,7,0,1,NA,NA,577,29,NA,NA,NA,6.357842267
1150,0,1,0,1,18,27,0,7,1,1,473,577,756,31,106,6.159095388,6.357842267,6.628041376
1152,0,1,0,1,14,24,0,6,0,1,350,675,921,39,NA,5.857933154,6.514712691,6.825460036
1153,0,1,0,1,15,32,0,6,0,1,620,855,996,45,108,6.429719478,6.751101469,6.903747258
1154,0,1,0,1,16,24,0,3,0,1,378,294,417,41,108,5.934894196,5.683579767,6.033086222
1155,0,1,0,1,16,25,0,1,0,1,243,NA,NA,51,121,5.493061443,NA,NA
1156,0,1,0,1,12,26,0,6,0,1,750,708,1028,NA,87,6.620073207,6.562444094,6.935370446
1158,0,1,0,1,18,30,0,2,0,0,441,577,NA,35,107,6.089044875,6.357842267,NA
1159,0,1,0,1,14,29,0,2,0,1,688,823,1031,43,112,6.533788838,6.712956201,6.938284484
1160,0,1,0,1,18,25,0,2,0,0,501,719,877,29,116,6.216606101,6.577861358,6.776506992
1161,0,1,0,1,12,29,0,3,0,1,400,600,NA,36,115,5.991464547,6.396929655,NA
1162,0,1,0,1,12,26,0,3,0,1,981,1078,1272,39,107,6.88857246,6.982862751,7.148345744
1163,1,1,1,0,14,30,0,3,0,1,649,NA,1136,36,117,6.475432717,NA,7.035268599
1168,1,1,1,0,12,32,0,9,0,1,625,556,800,36,110,6.43775165,6.320768294,6.684611728
1169,1,1,1,0,16,28,0,5,1,1,707,699,801,35,97,6.561030666,6.549650742,6.685860947
1172,1,1,1,0,12,29,0,6,0,1,1043,1145,1340,42,96,6.949856455,7.043159916,7.200424893
1173,1,1,1,0,12,27,0,8,0,1,761,826,1006,45,NA,6.634633358,6.716594774,6.913737351
1175,1,1,1,0,14,25,0,2,0,1,NA,NA,NA,34,105,NA,NA,NA
1176,1,1,1,0,17,24,0,2,0,1,63,376,513,22,NA,4.143134726,5.929589143,6.240275845
1177,1,1,1,0,13,25,0,2,0,0,524,695,500,28,NA,6.261491684,6.543911846,6.214608098
1179,1,1,1,0,13,27,0,8,1,1,575,730,965,34,91,6.354370041,6.593044534,6.872128101
1180,1,1,1,0,14,26,0,9,1,1,865,NA,NA,31,97,6.762729507,NA,NA
1181,1,1,1,0,12,31,0,6,1,1,NA,NA,346,43,91,NA,NA,5.846438775
1183,1,1,1,0,12,28,0,5,1,1,713,821,1063,38,90,6.56948142,6.710523109,6.968850378
1184,1,1,1,0,16,27,0,8,0,1,673,841,918,NA,112,6.51174533,6.73459166,6.822197391
1185,1,1,1,0,12,25,0,8,0,1,662,805,935,27,97,6.495265556,6.690842277,6.840546529
1186,1,1,1,0,14,29,0,8,0,1,543,NA,NA,45,120,6.29710932,NA,NA
1187,1,1,1,0,13,25,0,3,0,1,525,625,875,40,109,6.263398263,6.43775165,6.774223886
1188,1,1,1,0,12,28,0,9,0,1,640,780,492,36,NA,6.461468176,6.65929392,6.198478716
1189,1,1,1,0,12,26,0,9,0,1,297,287,500,26,NA,5.693732139,5.659482216,6.214608098
1191,1,1,1,0,8,33,0,9,1,1,947,NA,NA,37,NA,6.853299093,NA,NA
1192,1,1,1,0,12,34,0,8,1,1,500,750,808,40,99,6.214608098,6.620073207,6.694562059
1202,1,1,1,0,13,25,0,8,1,1,620,630,320,43,NA,6.429719478,6.445719819,5.768320996
1203,1,1,1,0,12,25,0,9,1,1,277,285,400,31,NA,5.624017506,5.65248918,5.991464547
1205,0,1,1,0,10,26,0,8,0,0,240,290,375,29,99,5.480638923,5.669880923,5.926926026
1206,0,1,1,0,10,25,0,8,0,0,240,290,375,34,NA,5.480638923,5.669880923,5.926926026
1207,0,1,1,0,12,33,0,9,0,1,462,524,563,32,85,6.135564891,6.261491684,6.333279628
1209,0,1,1,0,12,27,0,9,1,1,404,520,537,32,97,6.001414878,6.253828812,6.285998095
1210,0,1,1,0,12,25,0,9,1,1,450,1000,1083,40,95,6.109247583,6.907755279,6.987490247
1213,0,1,1,0,12,24,0,8,1,1,250,NA,NA,28,NA,5.521460918,NA,NA
1215,0,1,1,0,11,26,0,9,1,1,727,747,1000,23,NA,6.588926478,6.616065185,6.907755279
1216,0,1,1,0,12,24,0,9,1,1,667,500,838,30,NA,6.502790046,6.214608098,6.7310181
1221,0,1,1,0,13,29,0,7,1,1,NA,NA,NA,31,NA,NA,NA,NA
1224,0,1,1,0,12,28,0,9,1,1,962,NA,NA,31,80,6.869014451,NA,NA
1227,0,1,1,0,18,29,0,9,0,1,NA,NA,NA,49,112,NA,NA,NA
1228,0,1,1,0,14,27,0,9,0,1,750,975,930,44,126,6.620073207,6.882437471,6.835184586
1230,0,1,1,0,14,25,0,8,0,1,667,NA,NA,20,NA,6.502790046,NA,NA
1231,0,1,1,0,17,34,0,6,0,0,692,769,1155,49,109,6.539585956,6.64509097,7.051855623
1233,0,1,1,0,12,25,0,6,1,1,465,529,817,21,NA,6.142037406,6.270988432,6.705639095
1234,0,1,1,0,10,24,0,8,1,1,NA,NA,NA,26,NA,NA,NA,NA
1235,0,1,1,0,12,30,0,9,1,1,641,NA,NA,38,NA,6.463029457,NA,NA
1236,0,1,1,0,11,29,0,9,1,1,710,447,548,22,86,6.56526497,6.102558595,6.306275287
1237,0,1,1,0,11,24,0,9,1,1,NA,NA,NA,33,NA,NA,NA,NA
1238,0,1,1,0,13,25,0,9,1,1,425,440,NA,22,NA,6.052089169,6.086774727,NA
1243,0,1,1,0,12,27,0,3,0,1,833,NA,NA,46,112,6.725033642,NA,NA
1244,0,1,1,0,12,26,0,3,0,1,308,NA,NA,41,98,5.730099783,NA,NA
1245,0,1,1,0,16,29,0,3,0,1,625,414,622,48,119,6.43775165,6.025865974,6.432940093
1246,0,1,1,0,16,32,0,1,0,1,1442,NA,NA,26,NA,7.273786318,NA,NA
1247,0,1,1,0,15,26,0,6,0,1,NA,NA,NA,43,139,NA,NA,NA
1248,0,1,1,0,16,25,0,3,0,1,673,721,841,38,102,6.51174533,6.580639137,6.73459166
1249,0,1,1,0,13,24,0,3,0,0,NA,438,540,32,NA,NA,6.08221891,6.29156914
1250,0,1,1,0,17,28,0,1,0,1,1346,721,1202,46,NA,7.20489251,6.580639137,7.091742115
1251,0,1,1,0,17,33,0,5,0,1,400,NA,400,41,128,5.991464547,NA,5.991464547
1252,0,1,1,0,9,34,0,5,0,0,518,NA,750,38,82,6.249975242,NA,6.620073207
1253,0,1,1,0,14,26,0,1,0,1,456,NA,1200,30,NA,6.12249281,NA,7.090076836
1255,0,1,1,0,17,33,0,3,0,1,409,412,430,42,113,6.013715156,6.021023349,6.063785209
1256,0,1,1,0,18,34,0,8,0,1,559,913,769,45,105,6.326149473,6.816735881,6.64509097
1258,0,1,1,0,12,24,0,7,1,1,230,265,NA,32,NA,5.438079309,5.579729826,NA
1260,1,1,1,0,17,27,0,1,0,1,1026,866,962,46,124,6.933423026,6.763884909,6.869014451
1261,1,1,1,0,18,31,0,1,0,1,NA,865,1543,49,125,NA,6.762729507,7.341483852
1262,1,1,1,0,12,27,0,1,0,1,1082,NA,801,48,NA,6.986566459,NA,6.685860947
1263,1,1,1,0,14,24,0,1,0,1,1202,1202,NA,39,94,7.091742115,7.091742115,NA
1264,1,1,1,0,17,25,0,4,0,0,329,462,587,40,117,5.796057751,6.135564891,6.37502482
1265,1,1,1,0,15,27,0,6,0,1,NA,619,NA,39,124,NA,6.428105273,NA
1266,1,1,1,0,18,27,0,1,0,1,481,NA,NA,39,116,6.17586727,NA,NA
1267,1,1,1,0,18,24,0,5,0,1,673,652,786,33,NA,6.51174533,6.480044562,6.666956792
1268,1,1,1,0,17,31,0,3,0,1,1683,1603,1603,41,NA,7.428333194,7.379632153,7.379632153
1269,1,1,1,0,16,34,0,3,0,1,1282,1559,1923,40,112,7.156176637,7.351799869,7.561641746
1272,1,1,1,0,12,24,0,2,0,1,577,955,667,23,NA,6.357842267,6.86171134,6.502790046
1273,1,1,1,0,18,27,0,7,0,1,444,481,543,31,105,6.095824562,6.17586727,6.29710932
1275,1,1,1,0,16,28,0,9,1,1,481,NA,NA,34,87,6.17586727,NA,NA
1276,1,1,1,0,15,27,0,9,1,1,NA,375,NA,30,100,NA,5.926926026,NA
1277,1,1,1,0,12,24,0,2,1,1,467,721,NA,NA,108,6.146329258,6.580639137,NA
1279,1,1,1,0,6,31,0,8,0,1,668,768,NA,40,NA,6.504288174,6.643789733,NA
1283,1,1,1,0,15,27,0,3,0,1,286,409,693,36,89,5.655991811,6.013715156,6.541029999
1284,1,1,1,0,18,33,0,3,0,1,577,481,1202,NA,119,6.357842267,6.17586727,7.091742115
1285,1,1,1,0,14,29,0,3,0,1,721,866,866,34,97,6.580639137,6.763884909,6.763884909
1286,1,1,1,0,12,25,0,8,0,1,462,960,1058,28,89,6.135564891,6.866933284,6.964135612
1287,1,1,1,0,15,25,0,5,0,1,750,1122,1282,28,NA,6.620073207,7.022868086,7.156176637
1288,1,1,1,0,12,24,0,6,0,1,200,NA,417,39,131,5.298317367,NA,6.033086222
1289,1,1,1,0,15,27,0,6,0,1,NA,554,NA,32,122,NA,6.317164687,NA
1290,1,1,1,0,15,24,0,2,1,1,NA,NA,NA,34,110,NA,NA,NA
1293,1,1,1,0,12,27,0,5,0,1,650,875,1001,26,NA,6.476972363,6.774223886,6.908754779
1295,1,1,1,0,18,28,0,5,0,1,481,NA,NA,30,NA,6.17586727,NA,NA
1298,1,1,1,0,11,24,0,9,0,1,600,900,NA,38,NA,6.396929655,6.802394763,NA
1301,1,1,1,0,11,29,0,9,1,1,NA,425,NA,31,81,NA,6.052089169,NA
1302,1,1,1,0,8,25,0,9,1,1,NA,400,NA,32,NA,NA,5.991464547,NA
1305,1,1,1,0,16,28,0,1,0,1,769,962,865,35,85,6.64509097,6.869014451,6.762729507
1306,1,1,1,0,17,27,0,1,0,1,775,NA,1827,26,132,6.652863029,NA,7.510430556
1307,1,1,1,0,16,24,0,1,0,1,641,1010,1202,28,114,6.463029457,6.91770561,7.091742115
1310,1,1,1,0,14,33,0,5,0,1,1055,1150,1154,35,98,6.961296046,7.047517221,7.050989447
1311,1,1,1,0,16,31,0,2,0,1,676,NA,NA,44,110,6.516193076,NA,NA
1312,1,1,1,0,12,28,0,9,0,1,691,925,1070,41,124,6.538139824,6.829793738,6.975413927
1313,1,1,1,0,17,30,0,2,0,1,962,1202,1392,41,118,6.869014451,7.091742115,7.238496841
1314,1,1,1,0,13,28,0,2,0,1,400,NA,NA,32,90,5.991464547,NA,NA
1315,1,1,1,0,16,27,0,2,0,1,673,NA,1154,38,108,6.51174533,NA,7.050989447
1316,1,1,1,0,18,25,0,1,0,1,NA,NA,NA,29,117,NA,NA,NA
1320,1,1,1,0,15,29,0,9,1,1,NA,273,433,35,85,NA,5.609471795,6.070737728
1323,1,1,1,0,18,34,0,7,1,1,1442,NA,NA,42,112,7.273786318,NA,NA
1330,1,1,1,0,12,25,0,6,1,1,NA,575,NA,22,91,NA,6.354370041,NA
1332,1,1,1,0,14,25,0,3,0,1,NA,962,1202,30,125,NA,6.869014451,7.091742115
1334,1,1,1,0,18,32,0,5,0,1,529,640,711,38,100,6.270988432,6.461468176,6.56667243
1335,1,1,1,0,11,31,0,6,1,1,NA,NA,NA,28,91,NA,NA,NA
1336,1,1,1,0,14,27,0,7,1,1,700,890,1202,21,84,6.551080335,6.791221463,7.091742115
1337,1,1,1,0,8,34,0,9,1,1,675,563,500,36,NA,6.514712691,6.333279628,6.214608098
1338,1,1,1,0,18,25,0,8,0,1,494,769,962,34,97,6.202535517,6.64509097,6.869014451
1339,1,1,1,0,17,33,0,8,0,1,NA,NA,NA,47,97,NA,NA,NA
1340,1,1,1,0,12,24,0,5,0,1,500,742,850,26,113,6.214608098,6.609349243,6.745236349
1347,1,1,1,0,13,28,0,8,1,1,NA,NA,486,18,84,NA,NA,6.186208624
1349,1,1,1,0,16,24,0,9,1,1,450,NA,NA,27,NA,6.109247583,NA,NA
1350,1,1,1,0,13,25,0,9,1,1,601,812,1155,27,NA,6.398594935,6.69950034,7.051855623
1353,1,1,1,0,13,28,0,6,1,1,717,825,NA,37,105,6.575075841,6.715383386,NA
1354,1,1,1,0,12,29,0,7,1,1,575,375,325,28,88,6.354370041,5.926926026,5.783825182
1355,1,1,1,0,12,25,0,7,1,1,350,345,600,33,74,5.857933154,5.843544417,6.396929655
1356,1,1,1,0,12,24,0,7,1,1,350,279,406,31,NA,5.857933154,5.631211782,6.00635316
1358,0,1,1,0,16,29,0,3,0,1,643,789,774,46,115,6.466144724,6.670766321,6.651571874
1359,0,1,1,0,15,24,0,6,0,1,675,924,1346,30,NA,6.514712691,6.828712072,7.20489251
1360,0,1,1,0,15,28,0,3,0,1,679,833,855,34,91,6.520621128,6.725033642,6.751101469
